study_accession,catalog_status,reason_code,n_authors,first_author,last_author,n_papers,n_linked_papers,n_bioproject_pubs,organisations,has_any_author,has_any_organisation,in_ncbi_bioproject
PRJEB89354,excluded,assay_amplicon,0,,,0,0,0,FISABIO- Public Health Research,False,True,True
PRJEB89891,excluded,age_unknown_no_evidence,0,,,0,0,0,University Hospital Center and University of Lausanne,False,True,True
PRJEB89986,excluded,assay_other_nonshotgun,0,,,0,0,0,CNRS UMR 5288,False,True,True
PRJEB90537,excluded,age_adult_only,0,,,0,0,0,"AARHUS UNIVERSITY, DENMARK",False,True,True
PRJEB91891,excluded,age_adult_only,0,,,0,0,0,Leibniz Institute for Immunotherapy,False,True,True
PRJEB92416,excluded,site_excluded,0,,,0,0,0,"INSTITUTE OF ENVIRONMENTAL BIOTECHNOLOGY, GRAZ UNIVERSITY OF TECHNOLOGY",False,True,True
PRJEB96854,excluded,host_environmental,0,,,0,0,0,Quadram Institute Bioscience,False,True,True
PRJEB9783,excluded,site_excluded,19,Günther T,Jakobsson M,1,0,1,UPPSALA UNIVERSITET,True,True,True
PRJNA1018335,excluded,assay_other_nonshotgun,0,,,0,0,0,"Shenzhen Uni-medica Technology CO., LTD",False,True,True
PRJNA1020637,excluded,age_adult_only,0,,,0,0,0,Universite Clermont Auvergne,False,True,True
PRJNA1060663,excluded,site_unknown,0,,,0,0,0,Shenzhen Nucleus Gene Technology,False,True,True
PRJNA1068104,excluded,site_excluded,0,,,0,0,0,Northwestern University,False,True,True
PRJNA1092797,human_review,,0,,,0,0,0,The chinese university of Hong Kong,False,True,True
PRJNA1097321,excluded,site_excluded,0,,,0,0,0,Sichuan University,False,True,True
PRJNA1097746,excluded,site_excluded,0,,,0,0,0,Sichuan University,False,True,True
PRJNA1150764,excluded,age_adult_only,0,,,0,0,0,First People's Hospital of Foshan,False,True,True
PRJNA1178550,excluded,age_adult_only,0,,,0,0,0,Chongqing Medical University,False,True,True
PRJNA1187541,excluded,site_excluded,15,Hyde VR,Shemesh OA,1,0,1,University of Pittsburgh,True,True,True
PRJNA1191807,excluded,age_maternal_only,0,,,0,0,0,The Third Affiliated Hospital of Zhengzhou University,False,True,True
PRJNA1193041,excluded,age_adult_only,0,,,0,0,0,Emory University,False,True,True
PRJNA1193546,excluded,age_unknown_no_evidence,0,,,0,0,0,the Third Affiliated hospital of ZhengZhou University,False,True,True
PRJNA1243050,excluded,assay_amplicon_misfiled,0,,,0,0,0,Northeast Agricultural University,False,True,True
PRJNA1274040,included,,0,,,0,0,0,Jilin Agricultural University,False,True,True
PRJNA1372905,excluded,host_environmental,0,,,0,0,0,Fudan University,False,True,True
PRJNA1378339,excluded,site_excluded,0,,,0,0,0,Leiden University Medical Center,False,True,True
PRJNA1400063,excluded,assay_other_nonshotgun,0,,,0,0,0,University of Oklahoma,False,True,True
PRJNA1401517,excluded,age_maternal_only,0,,,0,0,0,"Beijing Sanyuan Foods Co., Ltd.",False,True,True
PRJNA279445,excluded,site_excluded,0,,,0,0,0,"University of California, San Francisco",False,True,True
PRJNA318752,excluded,site_excluded,0,,,0,0,0,Institute for maternal and child health IRCCS Burlo Garofolo,False,True,True
PRJNA329512,excluded,site_excluded,0,,,0,0,0,"University of California, San Francisco and Abbott Laboratories, Inc.",False,True,True
PRJNA376449,excluded,host_synthetic,0,,,0,0,0,FDA; Advanced Virus Detection Technologies Interest Group (AVDTIG),False,True,True
PRJNA380606,excluded,host_environmental,0,,,0,0,0,"University of California, San Francisco",False,True,True
PRJNA381832,excluded,age_maternal_only,0,,,0,0,0,The University of Queensland,False,True,True
PRJNA419104,excluded,assay_other_nonshotgun,0,,,0,0,0,The chinese university of Hong Kong,False,True,True
PRJNA430482,excluded,age_maternal_only,0,,,0,0,0,VIRGINIA COMMONWEALTH UNIVERSITY,False,True,True
PRJNA544553,excluded,site_excluded,0,,,0,0,0,UNIVERSITY OF CHICAGO,False,True,True
PRJNA553595,excluded,age_maternal_only,0,,,0,0,0,EMORY UNIVERSITY,False,True,True
PRJNA566208,excluded,site_excluded,0,,,0,0,0,Vitalant Research Institute,False,True,True
PRJNA577062,excluded,assay_amplicon,0,,,0,0,0,Institute of Gene Biology,False,True,True
PRJNA605220,excluded,site_excluded,0,,,0,0,0,Pennsylvania State University College of Medicine,False,True,True
PRJNA610164,excluded,host_nonhuman,0,,,0,0,0,North- Eastern Hill University,False,True,True
PRJNA660895,excluded,site_excluded,0,,,0,0,0,KU Leuven,False,True,True
PRJNA666746,excluded,assay_amplicon,0,,,0,0,0,Presidency University,False,True,True
PRJNA669157,excluded,site_excluded,0,,,0,0,0,New York University,False,True,True
PRJNA674864,excluded,site_excluded,0,,,0,0,0,Vitalant Research Institute,False,True,True
PRJNA693793,included,,19,Beller L,Matthijnssens J,2,2,0,KU Leuven,True,True,True
PRJNA706787,excluded,assay_other_nonshotgun,0,,,0,0,0,Shaoxing people's hospital,False,True,True
PRJNA718483,excluded,assay_amplicon,0,,,0,0,0,Presidency University,False,True,True
PRJNA719067,excluded,site_excluded,0,,,0,0,0,"Nanfang Hospital, Southern Medical University",False,True,True
PRJNA722618,excluded,assay_amplicon,0,,,0,0,0,Southern Medical University; National Natural Science Foundation of China,False,True,True
PRJNA743182,excluded,assay_amplicon,0,,,0,0,0,Chongqing Medical University,False,True,True
PRJNA779715,excluded,assay_other_nonshotgun,0,,,0,0,0,Xinxiang Medical University,False,True,True
PRJNA810575,included,,9,Zhong Z,Zhang H,1,1,0,Inner Mongolia Agricultural University,True,True,True
PRJNA836346,excluded,site_excluded,0,,,0,0,0,DIPAS,False,True,True
PRJNA858501,excluded,site_excluded,0,,,0,0,0,Shandong University,False,True,True
PRJNA881329,excluded,age_adult_only,0,,,0,0,0,Emory University,False,True,True
PRJNA898682,excluded,age_adult_only,0,,,0,0,0,INSERM,False,True,True
PRJNA922711,excluded,assay_amplicon,0,,,0,0,0,Peking University Third Hospital,False,True,True
PRJNA937021,excluded,site_unknown,0,,,0,0,0,Affiliated Hospital of Qingdao University,False,True,True
PRJNA939375,excluded,assay_amplicon,0,,,0,0,0,Shenzhen Children's Hospital,False,True,True
PRJEB81356,excluded,host_nonhuman,0,,,0,0,0,"friedrich-loeffler-institut, institute of epidemiology; Friedrich-Loeffler-Institut, Institute of Epidemiology",False,True,True
PRJNA1088476,excluded,host_nonhuman,9,De Coninck L,Matthijnssens J,1,0,1,KU Leuven,True,True,True
PRJEB4261,excluded,host_environmental,6,Pitcher A,Sinninghe Damsté JS,1,0,1,"Radboud University Nijmegen, The Netherlands; Radboud University Nijmegen",True,True,True
PRJEB13486,excluded,host_environmental,0,,,0,0,0,UNIVERSITY OF THE WESTERN CAPE,False,True,True
PRJEB20456,excluded,host_nonhuman,0,,,0,0,0,KYOTO UNIVERSITY,False,True,True
PRJNA1298590,excluded,host_environmental,0,,,0,0,0,XJTLU,False,True,True
PRJNA1481385,excluded,host_environmental,0,,,0,0,0,Guizhou University,False,True,True
PRJNA1304734,excluded,site_unknown,0,,,0,0,0,University of Antwerp,False,True,True
PRJEB7460,excluded,host_environmental,0,,,0,0,0,Instituto de Bioquimica,False,True,True
PRJEB45356,included,,34,Hibberd MC,Gordon JI,3,2,0,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,True,True,True
PRJEB24039,excluded,host_environmental,0,,,0,0,0,MPI-MM,False,True,True
PRJNA1067751,excluded,host_environmental,0,,,0,0,0,The university of Hong Kong,False,True,True
PRJNA1476063,excluded,host_environmental,0,,,0,0,0,SPC Armbiotechnology,False,True,True
PRJNA1214001,excluded,host_nonhuman,0,,,0,0,0,China Astronaut Research and Training Center,False,True,True
PRJNA564645,excluded,host_nonhuman,0,,,0,0,0,Institut National de la Recherche Scientifique,False,True,True
PRJEB72455,excluded,assay_other_nonshotgun,0,,,0,0,0,European Molecular Biology Laboratories - European Bioinformatics Institute,False,True,True
PRJNA1072153,excluded,host_nonhuman,0,,,0,0,0,University of California Davis,False,True,True
PRJEB55488,excluded,site_excluded,0,,,0,0,0,"the first affiliated hospital, zheng zhou university.; The First Affiliated Hospital, Zheng Zhou University.",False,True,True
PRJNA762108,excluded,host_environmental,0,,,0,0,0,Peking University,False,True,True
PRJEB73551,excluded,site_excluded,10,Wei E,Wang H,1,1,0,"the first affiliated hospital, zheng zhou university.; The First Affiliated Hospital, Zheng Zhou University.",True,True,True
PRJNA812588,excluded,host_environmental,0,,,0,0,0,FIOCRUZ,False,True,True
PRJNA1202586,excluded,host_environmental,0,,,0,0,0,The University of Adelaide,False,True,True
PRJNA1346051,excluded,host_nonhuman,0,,,0,0,0,Zhejiang University of Technology,False,True,True
PRJNA957956,excluded,host_environmental,0,,,0,0,0,AGH University of Science and Technology,False,True,True
PRJNA802998,excluded,host_environmental,0,,,0,0,0,Shantou University Medical College,False,True,True
PRJNA994900,excluded,site_excluded,0,,,0,0,0,Mersin University,False,True,True
PRJNA801862,excluded,site_excluded,0,,,0,0,0,R V College of Engineering; Xome Life Sciences Pvt Ltd,False,True,True
PRJNA846548,excluded,host_environmental,0,,,0,0,0,Bielefeld University,False,True,True
PRJEB97415,excluded,host_environmental,0,,,0,0,0,CIIMAR - Interdisciplinary Centre of Marine and Environmental Research,False,True,True
PRJNA563887,excluded,host_environmental,0,,,0,0,0,Center of Innovative and Applied Bioprocessing (CIAB),False,True,True
PRJEB42399,excluded,site_excluded,0,,,0,0,0,GENOME INSTITUTE OF SINGAPORE,False,True,True
PRJNA1117607,excluded,host_environmental,0,,,0,0,0,Shenzhen University,False,True,True
PRJNA693247,excluded,host_environmental,0,,,0,0,0,"Ifremer,UMR MARBEC (Marine Biodiversity, Exploitation and Conservation)",False,True,True
PRJNA914873,excluded,host_environmental,0,,,0,0,0,Sikkim University,False,True,True
PRJEB39758,excluded,site_excluded,0,,,0,0,0,HUG,False,True,True
PRJEB19949,excluded,host_environmental,0,,,0,0,0,AALBORG UNIVERSITY,False,True,True
PRJNA1114024,excluded,host_environmental,0,,,0,0,0,University College Cork,False,True,True
PRJNA609400,excluded,host_environmental,0,,,0,0,0,Indian Institute of Science,False,True,True
PRJEB14038,excluded,age_unknown_no_evidence,0,,,0,0,0,STATENS SERUM INSTITUT,False,True,True
PRJNA634461,excluded,host_environmental,0,,,0,0,0,HelmholtzZentrum Muenchen,False,True,True
PRJEB18265,excluded,age_unknown_no_evidence,0,,,0,0,0,RIPCM,False,True,True
PRJEB15706,excluded,host_environmental,0,,,0,0,0,Royal Netherlands Institute for Sea Research,False,True,True
PRJNA1505140,excluded,host_environmental,0,,,0,0,0,"College of Environmental Science and Engineering, Beijing University of Technology",False,True,True
PRJNA699582,excluded,host_nonhuman,0,,,0,0,0,King Juan Carlos University,False,True,True
PRJNA689378,excluded,site_unknown,0,,,0,0,0,SUPSI,False,True,True
PRJNA1037183,excluded,host_environmental,0,,,0,0,0,Nankai University,False,True,True
PRJNA1157596,excluded,host_environmental,0,,,0,0,0,Technical University of Denmark,False,True,True
PRJEB75710,excluded,assay_other_nonshotgun,0,,,0,0,0,Centre for Plant Biotechnology and Genomics,False,True,True
PRJNA827862,excluded,host_environmental,0,,,0,0,0,Nanjing Agricultural university,False,True,True
PRJNA733715,excluded,host_nonhuman,0,,,0,0,0,Texas Tech University; M.T.P. also acknowledges Conselho Nacional de Desenvolvimento Científico e Tecnológico (CNPq) and Coordenação de Aperfeiçoamento de Pessoal de Nível Superior - Brasil (CAPES) - Finance Code 001,False,True,True
PRJEB77374,excluded,host_nonhuman,0,,,0,0,0,Universitair Medisch Centrum Utrecht,False,True,True
PRJNA782211,excluded,host_nonhuman,0,,,0,0,0,Queen's University,False,True,True
PRJEB25289,excluded,host_nonhuman,0,,,0,0,0,Chengdu research base of giant panda breeding,False,True,True
PRJNA1066593,excluded,host_environmental,0,,,0,0,0,CNR,False,True,True
PRJNA1163982,excluded,host_environmental,0,,,0,0,0,,False,False,False
PRJEB10054,excluded,host_environmental,4,Stamps BW,Stevenson BS,1,0,1,University of Oklahoma - USA,True,True,True
PRJEB32945,excluded,host_environmental,0,,,0,0,0,"TIANJIN UNIVERSITY, TIANJIN, CHINA",False,True,True
PRJNA649531,excluded,host_nonhuman,0,,,0,0,0,Montana State University,False,True,True
PRJEB73276,excluded,assay_other_nonshotgun,0,,,0,0,0,Max Planck Institute for Evolutionary Anthropology,False,True,True
PRJEB25305,excluded,host_nonhuman,0,,,0,0,0,Chengdu research base of giant panda breeding,False,True,True
PRJEB30074,excluded,host_environmental,0,,,0,0,0,MGRAST,False,True,True
PRJNA763048,excluded,host_environmental,0,,,0,0,0,North-West University,False,True,True
PRJNA1149449,excluded,host_environmental,0,,,0,0,0,Universidad de Antofagasta,False,True,True
PRJEB40382,excluded,site_excluded,0,,,0,0,0,Latvian Biomedical Research and Study Centre,False,True,True
PRJNA1189028,excluded,host_environmental,0,,,0,0,0,Penn State,False,True,True
PRJNA1209542,excluded,host_environmental,0,,,0,0,0,Huazhong Agricultural University,False,True,True
PRJNA705398,excluded,host_environmental,0,,,0,0,0,East China University of Science and Technology,False,True,True
PRJEB63473,excluded,host_environmental,0,,,0,0,0,,False,False,True
PRJEB8015,excluded,host_nonhuman,0,,,0,0,0,National Research Centre on Camel (ICAR) - India,False,True,True
PRJNA1516236,excluded,host_environmental,0,,,0,0,0,China University of Geosciences Beijing,False,True,True
PRJNA1136791,excluded,host_environmental,0,,,0,0,0,Bharathidasan university,False,True,True
PRJNA1189846,excluded,site_unknown,0,,,0,0,0,Southern Medical University,False,True,True
PRJNA1224773,excluded,host_environmental,0,,,0,0,0,Emory University School of Medicine,False,True,True
PRJEB76295,excluded,assay_isolate_genome,0,,,0,0,0,University of California San Diego Microbiome Initiative,False,True,True
PRJNA953091,excluded,host_environmental,0,,,0,0,0,Tongji University,False,True,True
PRJEB45815,excluded,age_adult_only,0,,,0,0,0,Translational Research Institute,False,True,True
PRJNA1333621,excluded,host_environmental,0,,,0,0,0,Peking University,False,True,True
PRJNA1233945,excluded,host_environmental,0,,,0,0,0,Microbiology Institute of the Czech Academy of Sciences,False,True,True
PRJNA916612,excluded,host_environmental,0,,,0,0,0,"Institute of Botany, Chinese Academy of Sciences",False,True,True
PRJNA1234096,excluded,host_nonhuman,0,,,0,0,0,Animal and Plant Health Agency,False,True,True
PRJNA1196485,excluded,host_environmental,0,,,0,0,0,J. Craig Venter Institute,False,True,True
PRJNA1316145,excluded,host_environmental,0,,,0,0,0,DOE Joint Genome Institute,False,True,True
PRJNA630588,excluded,host_environmental,0,,,0,0,0,FDA,False,True,True
PRJEB41631,excluded,site_excluded,0,,,0,0,0,Helmholtz Institute for One Health,False,True,True
PRJNA1506164,excluded,host_nonhuman,0,,,0,0,0,Huzhou Normal University,False,True,True
PRJEB25268,excluded,host_nonhuman,0,,,0,0,0,Chengdu research base of giant panda breeding,False,True,True
PRJNA999451,excluded,host_nonhuman,0,,,0,0,0,Anhui Agricultural University,False,True,True
PRJEB44319,excluded,host_environmental,0,,,0,0,0,BELGIAN NUCLEAR RESEARCH CENTER (SCK-CEN),False,True,True
PRJEB73575,excluded,age_unknown_no_evidence,0,,,0,0,0,Warwick Medical School,False,True,True
PRJNA742939,excluded,host_nonhuman,0,,,0,0,0,Universidad Mayor,False,True,True
PRJNA1308152,excluded,host_nonhuman,0,,,0,0,0,Queen's University Belfast,False,True,True
PRJEB73327,excluded,host_environmental,0,,,0,0,0,University of California San Diego Microbiome Initiative,False,True,True
PRJEB33999,excluded,host_environmental,0,,,0,0,0,University of Exeter; UNIVERSITY OF EXETER,False,True,True
PRJNA729662,excluded,host_environmental,0,,,0,0,0,Campinas State University,False,True,True
PRJNA1126331,excluded,host_environmental,0,,,0,0,0,KOREA POLAR RESEARCH INSTITUTE,False,True,True
PRJEB46489,excluded,host_environmental,10,Ngo VQH,Bize A,1,0,1,INRAE Ile de France Jouy en Josas - Antony,True,True,True
PRJNA1344852,excluded,host_environmental,0,,,0,0,0,National Institute of Oceanography,False,True,True
PRJEB34014,excluded,host_environmental,0,,,0,0,0,AALBORG UNIVERSITY,False,True,True
PRJNA917057,excluded,site_unknown,0,,,0,0,0,East China Normal University,False,True,True
PRJNA890321,excluded,host_nonhuman,0,,,0,0,0,Henan Agricultural University,False,True,True
PRJEB107301,excluded,host_environmental,0,,,0,0,0,University of Trento,False,True,True
PRJNA875581,excluded,host_nonhuman,0,,,0,0,0,King Mongkut's University of Technology Thonburi,False,True,True
PRJEB19342,excluded,host_environmental,0,,,0,0,0,University of Strathclyde,False,True,True
PRJNA1470926,excluded,host_nonhuman,0,,,0,0,0,Ankang Academy of Agricultural Sciences,False,True,True
PRJEB5293,excluded,host_environmental,0,,,0,0,0,Marine Biological Laboratory,False,True,True
PRJEB27434,excluded,host_environmental,0,,,0,0,0,GATECH,False,True,True
PRJEB95934,excluded,host_environmental,0,,,0,0,0,University College Dublin,False,True,True
PRJNA1215273,excluded,host_environmental,0,,,0,0,0,Sun Yat-sen University,False,True,True
PRJNA821538,excluded,host_environmental,0,,,0,0,0,University of Alberta,False,True,True
PRJEB52498,excluded,host_nonhuman,0,,,0,0,0,University of California San Diego Microbiome Initiative,False,True,True
PRJEB28542,excluded,host_environmental,0,,,0,0,0,MGRAST,False,True,True
PRJEB18557,excluded,age_child_over_36m,0,,,0,0,0,SHANGHAI JIAO TONG UNIVERSITY,False,True,True
PRJEB104698,excluded,host_environmental,0,,,0,0,0,University of Vienna,False,True,True
PRJNA973817,excluded,host_nonhuman,0,,,0,0,0,Zhejiang University,False,True,True
PRJEB96078,excluded,host_nonhuman,0,,,0,0,0,University of California San Diego Microbiome Initiative,False,True,True
PRJNA530103,excluded,host_environmental,0,,,0,0,0,Helmholtz Centre for Environmental Research - UFZ,False,True,True
PRJNA725367,excluded,host_environmental,0,,,0,0,0,ICAR-National Dairy Research Institute,False,True,True
PRJEB60931,excluded,age_adult_only,5,Ramakrishnan G,Schrenzel J,1,0,1,HUG,True,True,True
PRJNA1309780,excluded,host_environmental,0,,,0,0,0,Central South University,False,True,True
PRJNA1311708,excluded,host_nonhuman,0,,,0,0,0,"Institute of Zoology, Chinese Academy of Sciences",False,True,True
PRJNA824667,human_review,,0,,,0,0,0,The Chinese University of Hong Kong,False,True,True
PRJEB62817,excluded,age_adult_only,14,Elbere I,Klovins J,1,0,1,Latvian Biomedical Research and Study Centre,True,True,True
PRJEB49241,excluded,age_adult_only,0,,,0,0,0,HUG,False,True,True
PRJNA1316614,excluded,host_environmental,0,,,0,0,0,DOE Joint Genome Institute,False,True,True
